"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"4796",4796,"RED OLIVE","660","LEXINGTON AVENUE",10022,"American","660, LEXINGTON AVENUE, New York, NY",-73.9701257,40.7598454
"4797",4797,"KUBEH","464","AVENUE OF THE AMERICAS",10011,"Middle Eastern","464, AVENUE OF THE AMERICAS, New York, NY",-73.9979354,40.7353815
"4798",4798,"RED HOUSE","203","E 14TH ST",10003,"Chinese","203, E 14TH ST, New York, NY",NA,NA
"4799",4799,"COFFEE TIME","1045","SAINT NICHOLAS AVE",10032,"Bakery","1045, SAINT NICHOLAS AVE, New York, NY",-73.9402076,40.836317
"4800",4800,"SACCO PIZZA","819","9 AVENUE",10019,"Pizza","819, 9 AVENUE, New York, NY",-73.9872728,40.7662387
"4801",4801,"CAFE ARTE","20","PINE ST",10005,"Delicatessen","20, PINE ST, New York, NY",-74.0096766,40.7075665
"4802",4802,"GONG CHA","75","W 38TH ST",10018,"Juice, Smoothies, Fruit Salads","75, W 38TH ST, New York, NY",-73.9856369,40.7523195
"4803",4803,"MCDONALD'S","262","CANAL STREET",10013,"Hamburgers","262, CANAL STREET, New York, NY",-74.0011607,40.7185069
"4804",4804,"CHIPOTLE MEXICAN GRILL","25","WEST   45 STREET",10036,"Mexican","25, WEST   45 STREET, New York, NY",-73.9806613,40.7561159
"4805",4805,"BIRCH COFFEE","8","SPRUCE ST",10038,"Caf̩/Coffee/Tea","8, SPRUCE ST, New York, NY",-74.0056509,40.7108238
"4806",4806,"ISLAND BURGERS AND SHAKES","766","NINTH AVENUE",10019,"Hamburgers","766, NINTH AVENUE, New York, NY",-73.9880304,40.7642046
"4807",4807,"GRIFFIS FACULTY CLUB","521","EAST   68 STREET",10065,"American","521, EAST   68 STREET, New York, NY",-73.9542568,40.7641379
"4808",4808,"Vivid Cabaret","61","W 37TH ST",10018,"American","61, W 37TH ST, New York, NY",NA,NA
"4809",4809,"VAN LEEUWEN ARTISAN ICE CREAM","224","FRONT ST",10038,"Ice Cream, Gelato, Yogurt, Ices","224, FRONT ST, New York, NY",-74.0023085,40.7076233
"4810",4810,"TENZAN 89","1714","2ND AVE",10128,"Japanese","1714, 2ND AVE, New York, NY",NA,NA
"4811",4811,"NARGILA GRILL","1599","YORK AVENUE",10028,"Jewish/Kosher","1599, YORK AVENUE, New York, NY",-73.9481287,40.7750087
"4812",4812,"BRAZIL BRAZIL RESTUARANT","330","WEST 46 STREET",10036,"Brazilian","330, WEST 46 STREET, New York, NY",-73.9892498,40.7601055
"4813",4813,"UPSTAIRS LOUNGE THE KIMBERLY HOTEL/ BISTANGO","145","EAST 50 STREET",10022,"American","145, EAST 50 STREET, New York, NY",-73.9713636,40.7563583
"4814",4814,"ELITE FOOD BAR","325","EAST   48 STREET",10017,"American","325, EAST   48 STREET, New York, NY",-73.9681073,40.7532511
"4815",4815,"MCDONALD'S","1651","BROADWAY",10019,"American","1651, BROADWAY, New York, NY",-73.9837508,40.7622594
"4816",4816,"POUND AND PENCE","55","LIBERTY STREET",10005,"English","55, LIBERTY STREET, New York, NY",NA,NA
"4817",4817,"GINGER ROOT","1164","1ST AVE",10065,"Chinese","1164, 1ST AVE, New York, NY",-73.9595628,40.762476
"4818",4818,"KOKO WINGS","248","W 106TH ST",10025,"Chicken","248, W 106TH ST, New York, NY",-73.9673689,40.8009247
"4819",4819,"KAM HING BAKERY","81","BAYARD ST",10013,"Bakery","81, BAYARD ST, New York, NY",-73.9988768,40.7156052
"4820",4820,"TOPAZ NOODLE BAR","129","W 56TH ST",10019,"Asian","129, W 56TH ST, New York, NY",-73.9789855,40.7644255
"4821",4821,"VA BENE","1589","SECOND AVENUE",10028,"Jewish/Kosher","1589, SECOND AVENUE, New York, NY",-73.9536392,40.775677
"4822",4822,"BALLATO'S RESTAURANT","55","EAST HOUSTON STREET",10012,"Italian","55, EAST HOUSTON STREET, New York, NY",-73.9945985,40.7245321
"4823",4823,"REFRIED BEANS","591","FORT WASHINGTON AVENUE",10033,"Mexican","591, FORT WASHINGTON AVENUE, New York, NY",-73.9372221,40.8550439
"4824",4824,"LE PAIN QUOTIDIEN","PQ","BRYANT PARK KIOSK2",10018,"French","PQ, BRYANT PARK KIOSK2, New York, NY",-73.9832326,40.7535965
"4825",4825,"JUICE FIT","55","AMSTERDAM AVE",10023,"Juice, Smoothies, Fruit Salads","55, AMSTERDAM AVE, New York, NY",-73.9861116,40.7719619
"4826",4826,"TERMINAL 5","610","WEST   56 STREET",10019,"American","610, WEST   56 STREET, New York, NY",NA,NA
"4827",4827,"JIMBO'S HAMBURGER PLACE","301","WEST  154 STREET",10039,"American","301, WEST  154 STREET, New York, NY",-73.9380543,40.8287532
"4828",4828,"OFRENDA","113","7 AVENUE SOUTH",10014,"Mexican","113, 7 AVENUE SOUTH, New York, NY",-74.0023658,40.733921
"4829",4829,"SUBWAY","174","CANAL ST",10013,"Sandwiches/Salads/Mixed Buffet","174, CANAL ST, New York, NY",-73.9975569,40.7165091
"4830",4830,"DUNKIN' DONUTS","391","8TH AVE",10001,"Donuts","391, 8TH AVE, New York, NY",-73.9957434,40.7493985
"4831",4831,"LA ESQUINA","1402","2ND AVE",10021,"Mexican","1402, 2ND AVE, New York, NY",-73.9577738,40.7693264
"4832",4832,"THE GROTTO","69","NEW STREET",10004,"Pizza","69, NEW STREET, New York, NY",-74.0125997,40.7053238
"4833",4833,"PASTA LOVERS TRATTORIA","142","WEST   49 STREET",10019,"Italian","142, WEST   49 STREET, New York, NY",-73.982976,40.7599775
"4834",4834,"UPHOLSTRY STORE","715","WASHINGTON ST",10014,"French","715, WASHINGTON ST, New York, NY",NA,NA
"4835",4835,"RIZZO FINE PIZZA","17","CLINTON STREET",10002,"Pizza","17, CLINTON STREET, New York, NY",NA,NA
"4836",4836,"SERAFINA","210","WEST   55 STREET",10019,"Italian","210, WEST   55 STREET, New York, NY",-73.9819469,40.7644023
"4837",4837,"HAPPY HOT HUNAN RESTAURANT","969","AMSTERDAM AVE",10025,"Chinese","969, AMSTERDAM AVE, New York, NY",-73.9647057,40.8013559
"4838",4838,"TACOMBI AT FONDA NOLITA","267","ELIZABETH STREET",10012,"Mexican","267, ELIZABETH STREET, New York, NY",-73.9938613,40.7239981
"4839",4839,"FU SING","4151","BROADWAY",10032,"Chinese","4151, BROADWAY, New York, NY",-73.9386487,40.8468259
"4840",4840,"GOTHAM COFFEE ROASTERS","23","W 19TH ST",10011,"Caf̩/Coffee/Tea","23, W 19TH ST, New York, NY",-73.9926934,40.7398618
"4841",4841,"A VOCE","41","MADISON AVENUE",10010,"Italian","41, MADISON AVENUE, New York, NY",NA,NA
"4842",4842,"CUT BY WOLFGANG PUCK","99","CHURCH ST",10007,"Steak","99, CHURCH ST, New York, NY",-74.008988,40.712838
"4843",4843,"ARGO TEA","550","1 AVENUE",10016,"Caf̩/Coffee/Tea","550, 1 AVENUE, New York, NY",-73.9743355,40.7420697
"4844",4844,"55 THOMAS CAFE","55","THOMAS STREET",10013,"American","55, THOMAS STREET, New York, NY",-74.0072581,40.7168885
"4845",4845,"AMERICAN BAR","1471","1 AVENUE",10075,"American","1471, 1 AVENUE, New York, NY",-73.9540984,40.7709201
"4846",4846,"NUMERO 28","1431","1 AVENUE",10021,"Italian","1431, 1 AVENUE, New York, NY",-73.955184,40.769396
"4847",4847,"GUSTAUF RESTAURANT","2440","AMSTERDAM AVE",10033,"Spanish","2440, AMSTERDAM AVE, New York, NY",-73.930901,40.8487161
"4848",4848,"BAAL CAFE AND FALAFEL","71","SULLIVAN ST",10012,"Mediterranean","71, SULLIVAN ST, New York, NY",-74.0038693,40.7244519
"4849",4849,"SWEET & VICIOUS","5","SPRING STREET",10012,"American","5, SPRING STREET, New York, NY",-73.9942743,40.7213151
"4850",4850,"JUST SALAD","1471","THIRD AVE",10028,"Salads","1471, THIRD AVE, New York, NY",NA,NA
"4851",4851,"JOHNS CAFE & RESTURANT","823","SECOND AVENUE",10017,"American","823, SECOND AVENUE, New York, NY",-73.971606,40.751148
"4852",4852,"MY BUBBLY TEA","55","BAYARD STREET",10013,"Juice, Smoothies, Fruit Salads","55, BAYARD STREET, New York, NY",-73.9978323,40.7151578
"4853",4853,"KAHLUA'S CAFE & RESTAURANT","2117","3 AVENUE",10029,"Mexican","2117, 3 AVENUE, New York, NY",-73.939989,40.7975597
"4854",4854,"LATINO'S BAR & GRILL RESTAURANT","3864","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3864, BROADWAY, New York, NY",-73.9426229,40.8366155
"4855",4855,"NOCCIOLA RISTORANTE","237","E 116TH ST",10029,"Italian","237, E 116TH ST, New York, NY",-73.9383816,40.7975043
"4856",4856,"STARBUCKS","393","3 AVENUE",10016,"Caf̩/Coffee/Tea","393, 3 AVENUE, New York, NY",-73.980706,40.7417124
"4857",4857,"MANDOLINO","137","E 13TH ST",10003,"Pizza/Italian","137, E 13TH ST, New York, NY",-73.9882787,40.7329403
"4858",4858,"WO HOP CITY","15","MOTT STREET",10013,"Chinese","15, MOTT STREET, New York, NY",-73.9989112,40.71421
"4859",4859,"ZIBETTO ESPRESSO BAR","501","5TH AVE",10017,"American","501, 5TH AVE, New York, NY",-73.9808149,40.753198
"4860",4860,"OLIVE TREE","1420","BROADWAY",10018,"American","1420, BROADWAY, New York, NY",-73.9866625,40.7538598
"4861",4861,"THE BLARNEY STONE PUB & RESTAURANT","410","8 AVENUE",10001,"American","410, 8 AVENUE, New York, NY",-73.9947838,40.7498995
"4862",4862,"PARIS BLUES","2021","7 AVENUE",10027,"American","2021, 7 AVENUE, New York, NY",NA,NA
"4863",4863,"TRATTORIA SPAGHETTO","232","BLEECKER STREET",10014,"Italian","232, BLEECKER STREET, New York, NY",-74.0025683,40.7301548
"4864",4864,"CHINA KING","285","3RD AVE",10010,"Chinese","285, 3RD AVE, New York, NY",-73.9833332,40.7381887
"4865",4865,"MEXICUE","1440","BROADWAY",10018,"Mexican","1440, BROADWAY, New York, NY",-73.9865279,40.754585
"4866",4866,"SHORTY TANG NOODLE SHOP","98","8TH AVE",10011,"Chinese","98, 8TH AVE, New York, NY",NA,NA
"4867",4867,"DIVE BAR","732","AMSTERDAM AVENUE",10025,"American","732, AMSTERDAM AVENUE, New York, NY",-73.9708126,40.7939714
"4868",4868,"BLOOMS DELICATESSEN AND RESTAURANT","124","EAST   40 STREET",10016,"American","124, EAST   40 STREET, New York, NY",-73.9773555,40.7501741
"4869",4869,"GIGINO TRATTORIA","323","GREENWICH STREET",10013,"Italian","323, GREENWICH STREET, New York, NY",-74.01048,40.7172787
"4870",4870,"PERIYALI","35","WEST   20 STREET",10011,"Greek","35, WEST   20 STREET, New York, NY",NA,NA
"4871",4871,"SALVO'S","1477","YORK AVENUE",10075,"Pizza/Italian","1477, YORK AVENUE, New York, NY",-73.9510926,40.7709321
"4872",4872,"JUKE BAR","196","2ND AVENUE",10003,"American","196, 2ND AVENUE, New York, NY",NA,NA
"4873",4873,"CASA NONNA","310","WEST   38 STREET",10018,"Italian","310, WEST   38 STREET, New York, NY",NA,NA
"4874",4874,"BAR VELOCE","176","7 AVENUE",10011,"American","176, 7 AVENUE, New York, NY",NA,NA
"4875",4875,"EASTFIELD'S","1479","YORK AVE",10075,"American","1479, YORK AVE, New York, NY",-73.9510677,40.7709905
"4876",4876,"JAKE'S SALOON","202","9 AVENUE",10011,"American","202, 9 AVENUE, New York, NY",-74.0014362,40.7459597
"4877",4877,"ANDREWS COFFEE SHOP","463","7 AVENUE",10018,"American","463, 7 AVENUE, New York, NY",-73.9896961,40.7516989
"4878",4878,"SHANGHAI HEPING RESTAURANT","104","MOTT STREET",10013,"Chinese","104, MOTT STREET, New York, NY",-73.9971143,40.717498
"4879",4879,"THE CUPPING ROOM","359","WEST BROADWAY",10013,"American","359, WEST BROADWAY, New York, NY",-74.0030486,40.723
"4880",4880,"COSME","35","E 21ST ST",10010,"Mexican","35, E 21ST ST, New York, NY",NA,NA
"4881",4881,"STARBUCKS","2045","BROADWAY",10023,"Caf̩/Coffee/Tea","2045, BROADWAY, New York, NY",-73.9826311,40.7777705
"4882",4882,"MR BROADWAY KOSHER RESTAURANT","1372","BROADWAY",10018,"Jewish/Kosher","1372, BROADWAY, New York, NY",NA,NA
"4883",4883,"FP BAKERY","200","WEST STREET",10282,"French","200, WEST STREET, New York, NY",-74.0144968,40.7148544
"4884",4884,"JAPAS 38","9","EAST   38 STREET",10016,"Japanese","9, EAST   38 STREET, New York, NY",NA,NA
"4885",4885,"NEW YORK OPEN CENTER","22","EAST 30 STREET",10016,"American","22, EAST 30 STREET, New York, NY",-73.9853674,40.7453015
"4886",4886,"TOTTO RAMEN","248","E 52ND ST",10022,"Japanese","248, E 52ND ST, New York, NY",-73.9681839,40.7561477
"4887",4887,"A.R.E.B.A.-CASRIEL","500","WEST   57 STREET",10019,"American","500, WEST   57 STREET, New York, NY",-73.9889945,40.7689718
"4888",4888,"ORIENT EXPRESS","325","WEST   11 STREET",10014,"Turkish","325, WEST   11 STREET, New York, NY",-74.0075131,40.7358593
"4889",4889,"FOREVER TASTE RESTAURANT","27","RUTGERS ST",10002,"Chinese","27, RUTGERS ST, New York, NY",NA,NA
"4890",4890,"BENSON'S NYC","181","ESSEX ST",10002,"American","181, ESSEX ST, New York, NY",-73.9866613,40.7219684
"4891",4891,"BAZAR","31","W 26TH ST",10010,"Tapas","31, W 26TH ST, New York, NY",NA,NA
"4892",4892,"DOWNTOWN BAKERY II MEXICAN FOOD","69","1 AVENUE",10003,"Mexican","69, 1 AVENUE, New York, NY",-73.987158,40.7254414
"4893",4893,"OREN'S DAILY ROAST","29","WAVERLY PL",10003,"Caf̩/Coffee/Tea","29, WAVERLY PL, New York, NY",NA,NA
"4894",4894,"SHUN LEE","37","WEST   65 STREET",10023,"Chinese","37, WEST   65 STREET, New York, NY",-73.9812519,40.7728753
"4895",4895,"LOTUS CAFE","151","DYCKMAN ST",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","151, DYCKMAN ST, New York, NY",-73.9256718,40.8634702
"4896",4896,"CHOP'T","24","EAST   17 STREET",10003,"Salads","24, EAST   17 STREET, New York, NY",-73.9909731,40.7372758
"4897",4897,"EAST SIDE DINER","352","E 23RD ST",10010,"American","352, E 23RD ST, New York, NY",-73.9790888,40.7368694
"4898",4898,"CULTURE ESPRESSO","72","WEST   38 STREET",10018,"Caf̩/Coffee/Tea","72, WEST   38 STREET, New York, NY",-73.9857349,40.7520936
"4899",4899,"OSTERIA SERAFINA","38","EAST   58 STREET",10022,"Italian","38, EAST   58 STREET, New York, NY",-73.9716604,40.7626988
"4900",4900,"VIVI BUBBLE TEA","170","WEST   23 STREET",10011,"Chinese","170, WEST   23 STREET, New York, NY",-73.9953177,40.7436585
"4901",4901,"DUNKIN' DONUTS","110","WEST  145 STREET",10039,"Donuts","110, WEST  145 STREET, New York, NY",-73.9371761,40.8205506
"4902",4902,"EMPANADA MAMA","765","9TH AVE",10019,"Spanish","765, 9TH AVE, New York, NY",-73.9885354,40.7644307
"4903",4903,"MUSCLE MAKER GRILL","2735","BROADWAY",10025,"Other","2735, BROADWAY, New York, NY",-73.968379,40.8004128
"4904",4904,"STARBUCKS","518","HUDSON STREET",10014,"Caf̩/Coffee/Tea","518, HUDSON STREET, New York, NY",-74.0060729,40.7336839
"4905",4905,"LITTLE PIE COMPANY","424","WEST   43 STREET",10036,"Bakery","424, WEST   43 STREET, New York, NY",-73.9933331,40.759458
"4906",4906,"HOT SICHUAN","130","9TH AVE",10011,"Chinese","130, 9TH AVE, New York, NY",-74.0032266,40.7435114
"4907",4907,"BARBARESCO","843","LEXINGTON AVENUE",10065,"Italian","843, LEXINGTON AVENUE, New York, NY",-73.9655666,40.7653841
"4908",4908,"CHIKARASHI","227","CANAL ST",10013,"Japanese","227, CANAL ST, New York, NY",-73.9994468,40.7179451
"4909",4909,"LINCOLN FRIED CHICKEN","576","W 125TH ST",10027,"Chicken","576, W 125TH ST, New York, NY",-73.9581293,40.8150606
"4910",4910,"LEVAIN BAKERY","167","WEST   74 STREET",10023,"Bakery","167, WEST   74 STREET, New York, NY",NA,NA
"4911",4911,"GENE'S RESTURANT","73","WEST   11 STREET",10011,"Italian","73, WEST   11 STREET, New York, NY",-73.997752,40.735371
"4912",4912,"STARBUCKS","2929","BROADWAY",10025,"Caf̩/Coffee/Tea","2929, BROADWAY, New York, NY",-73.964973,40.807124
"4913",4913,"El Rancho Vegano","2270","2ND AVE",10035,"Spanish","2270, 2ND AVE, New York, NY",-73.937245,40.7972942
"4914",4914,"CHIPOTLE MEXICAN GRILL","1153","3 AVENUE",10065,"Tex-Mex","1153, 3 AVENUE, New York, NY",-73.9624664,40.7666592
"4915",4915,"JUST FOR FEN","229","1ST AVE",10003,"Chinese","229, 1ST AVE, New York, NY",-73.9830833,40.7311085
"4916",4916,"CALEDONIA","424","AMSTERDAM AVE",10024,"American","424, AMSTERDAM AVE, New York, NY",-73.977919,40.784163
"4917",4917,"CATA","245","BOWERY ST",10002,"Spanish","245, BOWERY ST, New York, NY",-73.9927592,40.7226062
"4918",4918,"SUSHI SAMBA #7","87","7 AVENUE SOUTH",10014,"Japanese","87, 7 AVENUE SOUTH, New York, NY",-74.0031348,40.7326111
"4919",4919,"MI-NE SUSHI TOTOYA","496","6TH AVE",10011,"Japanese","496, 6TH AVE, New York, NY",-73.9972929,40.7362711
"4920",4920,"DOS CAMINOS","1567","BROADWAY",10036,"Mexican","1567, BROADWAY, New York, NY",NA,NA
"4921",4921,"ATLANTIC THEATER (van Beuren Kass Bar)","336","W 20TH ST",10011,"Caf̩/Coffee/Tea","336, W 20TH ST, New York, NY",-74.0015856,40.7438959
"4922",4922,"POSH","405","WEST 51 STREET",10019,"American","405, WEST 51 STREET, New York, NY",-73.9889027,40.7645214
"4923",4923,"STARBUCKS","125 - 135","EAST  57 STREET",10022,"Caf̩/Coffee/Tea","125 - 135, EAST  57 STREET, New York, NY",-73.9694267,40.7613679
"4924",4924,"LAKE COMO PIZZA","2549","AMSTERDAM AVENUE",10033,"Pizza","2549, AMSTERDAM AVENUE, New York, NY",-73.9282399,40.8513871
"4925",4925,"THE BAO","13","SAINT MARKS PL",10003,"Chinese","13, SAINT MARKS PL, New York, NY",NA,NA
"4926",4926,"PYLOS","128","EAST    7 STREET",10009,"Greek","128, EAST    7 STREET, New York, NY",-73.9841278,40.7260925
"4927",4927,"PASTAFINA","876","LEXINGTON AVE",10065,"Pizza/Italian","876, LEXINGTON AVE, New York, NY",-73.9654403,40.7663597
"4928",4928,"MCDONALD'S RESTAURANT","1871","2ND AVE",10029,"Hamburgers","1871, 2ND AVE, New York, NY",-73.9471185,40.784701
"4929",4929,"GEORGE'S PIZZA","726","W 181ST ST",10033,"Pizza/Italian","726, W 181ST ST, New York, NY",NA,NA
"4930",4930,"VILLAGE PIZZA","65","8 AVENUE",10014,"Pizza","65, 8 AVENUE, New York, NY",-74.0031652,40.7392599
"4931",4931,"THE RUSSIAN TEA ROOM","150","WEST   57 STREET",10019,"Russian","150, WEST   57 STREET, New York, NY",-73.9794933,40.7649085
"4932",4932,"GUY & GALLARD 8","180","MADISON AVENUE",10016,"American","180, MADISON AVENUE, New York, NY",-73.983485,40.7476205
"4933",4933,"CHEEKY SANDWICHES","35","ORCHARD STREET",10002,"Sandwiches","35, ORCHARD STREET, New York, NY",-73.9916861,40.7157559
"4934",4934,"MALII","2028","2ND AVE",10029,"Thai","2028, 2ND AVE, New York, NY",-73.9429855,40.789435
"4935",4935,"HOLIDAY INN EXPRESS","538","WEST 48TH STREET",10036,"Continental","538, WEST 48TH STREET, New York, NY",-73.9945268,40.7639495
"4936",4936,"TIO PIO WEST","46","WEST   36 STREET",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","46, WEST   36 STREET, New York, NY",-73.9855855,40.750302
"4937",4937,"CIRCA TABAC","32","WATTS STREET",10013,"American","32, WATTS STREET, New York, NY",-74.0043525,40.7236469
"4938",4938,"WHITMAN & BLOOM","384","3 AVENUE",10016,"American","384, 3 AVENUE, New York, NY",-73.9814189,40.7418459
"4939",4939,"YAMA","308","EAST   49 STREET",10017,"Japanese","308, EAST   49 STREET, New York, NY",-73.9684709,40.7538634
"4940",4940,"PARDON MY FRENCH","103","AVENUE B",10009,"French","103, AVENUE B, New York, NY",-73.9811894,40.7247101
"4941",4941,"RACQUET & TENNIS CLUB","370","PARK AVENUE",10022,"American","370, PARK AVENUE, New York, NY",-73.9732838,40.7588047
"4942",4942,"CARLOW EAST","1254","LEXINGTON AVENUE",10028,"American","1254, LEXINGTON AVENUE, New York, NY",-73.9564863,40.7786665
"4943",4943,"AFRICAN AMERICAN BEST FOOD","410","LENOX AVENUE",10037,"African","410, LENOX AVENUE, New York, NY",-73.9425941,40.8110812
"4944",4944,"HALAH KITCHEN","2135","2ND AVE",10029,"Chinese","2135, 2ND AVE, New York, NY",-73.9409189,40.7931515
"4945",4945,"RIOSSI PIZZA","4417","BROADWAY",10040,"Pizza","4417, BROADWAY, New York, NY",-73.9334853,40.8556939
"4946",4946,"KEY BAR","432","EAST   13 STREET",10009,"American","432, EAST   13 STREET, New York, NY",-73.9818781,40.7299046
"4947",4947,"CHARLIE'S PLACE & SUSHI","1960","MADISON AVE",10035,"Japanese","1960, MADISON AVE, New York, NY",-73.940563,40.8062204
"4948",4948,"HOT & CRUSTY","2393","BROADWAY",10024,"American","2393, BROADWAY, New York, NY",-73.9758531,40.7895403
"4949",4949,"SHARAKU JAPANESE RESTAURANT","14","STUYVESANT STREET",10003,"Japanese","14, STUYVESANT STREET, New York, NY",-73.9890654,40.7297462
"4950",4950,"VILLA BERULIA","107","EAST   34 STREET",10016,"Italian","107, EAST   34 STREET, New York, NY",-73.9805395,40.7469315
"4951",4951,"PETE'S TAVERN","129","EAST   18 STREET",10003,"American","129, EAST   18 STREET, New York, NY",-73.9866989,40.7364959
"4952",4952,"STARBUCKS","48","WEST   73 STREET",10023,"Caf̩/Coffee/Tea","48, WEST   73 STREET, New York, NY",-73.977918,40.7779436
"4953",4953,"YOURS TRULY","8","SPRING ST",10012,"Caf̩/Coffee/Tea","8, SPRING ST, New York, NY",-73.994496,40.720985
"4954",4954,"FRANCESCO PIZZERIA","186","COLUMBUS AVENUE",10023,"Pizza/Italian","186, COLUMBUS AVENUE, New York, NY",NA,NA
"4955",4955,"BELL BOOK & CANDLE","141","WEST   10 STREET",10014,"American","141, WEST   10 STREET, New York, NY",-74.0008853,40.734686
"4956",4956,"Tali","77","LEXINGTON AVE",10010,"Italian","77, LEXINGTON AVE, New York, NY",-73.9832095,40.7412123
"4957",4957,"POULETTE","790","9TH AVE",10019,"Chicken","790, 9TH AVE, New York, NY",-73.9875712,40.7649112
"4958",4958,"MAMO RESTAURANT","323","W BROADWAY",10013,"Italian","323, W BROADWAY, New York, NY",-74.0039152,40.7219097
"4959",4959,"CHEN'S KITCHEN","200","DYCKMAN ST",10040,"Chinese","200, DYCKMAN ST, New York, NY",NA,NA
"4960",4960,"ESSEN","519","8TH AVE",10018,"American","519, 8TH AVE, New York, NY",NA,NA
"4961",4961,"L'YBANE BAR RESTAURANT","709","8 AVENUE",10036,"Moroccan","709, 8 AVENUE, New York, NY",-73.9888296,40.7591212
"4962",4962,"MEI YU SPRING RESTAURANT","29","CATHERINE STREET",10038,"Chinese","29, CATHERINE STREET, New York, NY",-73.9969739,40.7125434
"4963",4963,"The Spotted Dog","1154","1 AVENUE",10065,"American","1154, 1 AVENUE, New York, NY",-73.9597465,40.7621934
"4964",4964,"VIVOLO","138140","EAST   74 STREET",10021,"Italian","138140, EAST   74 STREET, New York, NY",-73.9617546,40.7718397
"4965",4965,"The Milton","1754","2ND AVE",10128,"American","1754, 2ND AVE, New York, NY",-73.9489553,40.781221
"4966",4966,"PRETTO CAFFE E CUCINA","417","AMSTERDAM AVENUE",10024,"Italian","417, AMSTERDAM AVENUE, New York, NY",-73.9777007,40.7836064
"4967",4967,"POKEWORKS","23","E 15TH ST",10003,"Hawaiian","23, E 15TH ST, New York, NY",-73.9918111,40.736138
"4968",4968,"THALIA","828","8 AVENUE",10019,"American","828, 8 AVENUE, New York, NY",NA,NA
"4969",4969,"ABIGAEL'S ON BROADWAY","1407","BROADWAY",10018,"Jewish/Kosher","1407, BROADWAY, New York, NY",-73.9876311,40.7534093
"4970",4970,"DELI & GROCERY","666","6TH AVENUE",10010,"Delicatessen","666, 6TH AVENUE, New York, NY",-73.9936889,40.7412806
"4971",4971,"FONDA","40","AVENUE B",10009,"Mexican","40, AVENUE B, New York, NY",-73.9830718,40.7228922
"4972",4972,"RAIN II","1095","SAINT NICHOLAS AVE",10032,"Thai","1095, SAINT NICHOLAS AVE, New York, NY",-73.9401096,40.8383524
"4973",4973,"LE PAIN QUOTIDIEN","65","BLEECKER STREET",10012,"Bakery","65, BLEECKER STREET, New York, NY",-73.9949859,40.7264167
"4974",4974,"SUBWAY","106","GREENWICH STREET",10006,"Sandwiches","106, GREENWICH STREET, New York, NY",-74.0136127,40.7085336
"4975",4975,"EMPELLON","230","WEST    4 STREET",10014,"Mexican","230, WEST    4 STREET, New York, NY",-74.0031469,40.7341333
"4976",4976,"BUTCHER BAR","146","ORCHARD ST",10002,"American","146, ORCHARD ST, New York, NY",-73.988739,40.72051
"4977",4977,"KATSUHAMA 47","11","EAST 47 STREET",10017,"Japanese","11, EAST 47 STREET, New York, NY",-73.977654,40.7564414
"4978",4978,"JOE: THE ART OF COFFEE","405","WEST   23 STREET",10011,"Caf̩/Coffee/Tea","405, WEST   23 STREET, New York, NY",-74.0015324,40.7468114
"4979",4979,"UNDERWEST","638","W 47TH ST",10036,"Caf̩/Coffee/Tea","638, W 47TH ST, New York, NY",-73.9980848,40.7644734
"4980",4980,"SUBWAY","971","AMSTERDAM AVE",10025,"Sandwiches","971, AMSTERDAM AVE, New York, NY",-73.9647057,40.801433
"4981",4981,"PARKSIDE LOUNGE","317","EAST HOUSTON STREET",10002,"American","317, EAST HOUSTON STREET, New York, NY",-73.9832555,40.7209875
"4982",4982,"THE RUM HOUSE","228","WEST   47 STREET",10036,"American","228, WEST   47 STREET, New York, NY",-73.9863504,40.7596825
"4983",4983,"MURPHY'S TAVERN","6","STONE STREET",10004,"American","6, STONE STREET, New York, NY",-74.012469,40.7039279
"4984",4984,"TED'S MONTANA GRILL","110","WEST   51 STREET",10019,"American","110, WEST   51 STREET, New York, NY",-73.9808907,40.7607188
"4985",4985,"MARK FORGIONE","134","READE STREET",10013,"American","134, READE STREET, New York, NY",-74.009516,40.7165628
"4986",4986,"DUNKIN' DONUTS, BASKINS ROBBINS","130","DYCKMAN STREET",10040,"Donuts","130, DYCKMAN STREET, New York, NY",NA,NA
"4987",4987,"PICK-A-BAGEL/DUMPLING ROOM","35","WEST END AVENUE",10023,"American","35, WEST END AVENUE, New York, NY",-73.989629,40.7732183
"4988",4988,"VINNY VINCENZ","231","1 AVENUE",10003,"Pizza","231, 1 AVENUE, New York, NY",NA,NA
"4989",4989,"DIG INN","133","W 38TH ST",10018,"American","133, W 38TH ST, New York, NY",-73.9877171,40.753173
"4990",4990,"THAI JASMINE RESTAURANT","106","BAYARD ST",10013,"Thai","106, BAYARD ST, New York, NY",NA,NA
"4991",4991,"TIMES DELI & CAFE","158","WEST 44 STREET",10036,"Delicatessen","158, WEST 44 STREET, New York, NY",-73.9854346,40.7569145
"4992",4992,"LA CROSTA RESTAURANT","436","EAST   72 STREET",10021,"Pizza","436, EAST   72 STREET, New York, NY",NA,NA
"4993",4993,"BRYANT PARK GRILL","25","WEST 40TH STREET",10018,"American","25, WEST 40TH STREET, New York, NY",-73.982957,40.7531999
